ShooterID,Age,Solo,Fatalities,LocationCrimeRate,ServedMilitary,ServedLawEnforcement,Gender_Male,Ethnicity_White,Motive_Personal Target,Weapon_Handgun,WealthClass_Low,StatedReligion_Undefined,EducationLevel_High School,Motive_Organizational Target,Weapon_Rifle,WealthClass_Middle,StatedReligion_Christian,EducationLevel_Some College,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Hispanic,Motive_Religious,Weapon_Multiple,WealthClass_High,StatedReligion_Muslim,EducationLevel_Graduate
56,19,True,2,26.918192959802614,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57,16,True,0,28.124018098380315,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58,17,False,1,28.41142451621883,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
59,18,False,3,36.40821897501884,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,19,False,2,32.788455303625625,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61,17,True,3,24.44271021531484,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62,17,False,3,31.232523892160025,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63,15,False,1,32.491108742483924,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64,15,True,0,35.700745192606334,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65,19,True,1,37.90270343284187,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66,20,False,4,24.924529040860655,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67,17,True,2,25.94571244394831,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68,20,False,4,23.71211070542692,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69,18,True,3,28.829900704465093,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70,16,False,2,32.331791872231676,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71,18,True,3,34.93667258294551,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
72,21,True,2,29.620244881787386,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73,17,True,2,28.40076238372578,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74,21,False,2,30.758789961243703,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75,12,True,3,25.824285491849885,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
76,19,True,1,40.44769360847387,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77,18,True,2,21.961694864409708,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,17,False,3,30.923702894478623,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79,18,True,2,40.1180310961482,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
80,14,False,0,30.033999222799988,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
81,17,True,1,29.049804824992528,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
82,18,True,2,28.212772885947864,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83,20,True,2,29.09804159118796,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84,16,True,1,36.86424237338265,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85,16,False,0,18.940690443352466,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86,16,True,5,37.66716850648163,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
87,19,True,2,22.880214237749275,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88,18,False,1,28.666738353827927,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89,16,True,2,27.853777898506692,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90,19,True,0,32.942766348853596,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91,18,False,2,22.009378240581263,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92,19,True,1,32.31086333040972,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
93,16,True,3,40.12154811643426,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
94,17,False,4,23.184129977035948,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95,17,True,2,30.94853083805198,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
96,15,True,0,26.690089111016956,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
97,18,True,2,32.12943603096518,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
98,18,False,2,30.09573888707876,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
99,18,True,3,26.79256545477845,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
100,17,True,5,32.43936142435537,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
101,15,False,2,39.021740548933714,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
102,17,False,3,29.045481041363505,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
103,17,True,3,33.59878971074091,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
104,16,True,2,23.53363521064418,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
105,17,True,5,25.217818115909957,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106,18,False,2,32.362031389401885,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
107,21,True,5,37.420580142679825,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
108,18,True,0,31.7780667439283,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109,18,False,1,28.434709847384227,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
110,17,False,1,29.99645702711677,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
111,14,True,2,23.747961330151412,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
112,17,False,1,33.022576631776836,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
113,18,True,1,34.41166531161704,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
114,22,False,0,27.7395483358346,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
115,17,True,3,27.649789261202493,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
116,18,True,3,31.329391148260243,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117,17,False,0,27.816401319797023,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
118,15,True,1,29.669336926870887,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
119,20,True,2,40.49860894583258,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
120,19,False,5,28.76487149627002,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
121,19,False,1,28.20829923989389,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
122,16,True,3,26.762290971824203,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
123,20,True,0,33.720959857499686,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
124,15,True,2,29.093879133909486,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
125,19,True,1,26.753134808392872,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126,22,True,1,36.60652016136506,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
127,16,True,2,37.098015022568184,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
128,16,False,2,26.997882171306475,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
129,18,True,1,20.66730024319692,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
130,16,True,1,35.03756844918461,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
131,14,True,1,26.57685087119998,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
132,18,False,1,33.953127995813844,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
133,15,True,3,20.149480911440822,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
134,18,True,2,34.462986691496546,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
135,16,True,5,23.944140353596094,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
136,21,True,1,33.653820595332625,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
137,16,True,3,30.071365339182172,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
138,17,False,2,25.230302903016778,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
139,19,False,3,27.964818435366098,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
140,15,True,3,33.431592284783505,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
141,18,True,3,30.52947226557617,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
142,20,False,0,32.92206490236242,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
143,14,False,3,39.88220292257743,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
144,18,True,2,22.178791941444743,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
145,18,True,1,38.08606287484312,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
146,19,True,2,30.521779687616064,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
147,15,True,3,25.50607975838436,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
148,15,False,0,23.348431871305053,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
149,19,False,2,29.054398046114834,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
150,18,False,0,34.6082505596223,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
151,18,True,0,29.362254398112327,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
152,18,True,2,37.55577465123674,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
153,16,False,1,22.744121549742204,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
154,18,False,0,29.939555260769726,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
155,18,True,1,23.738032777934404,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
156,16,False,2,31.81815941312484,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
157,21,False,3,34.4344369504865,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
158,18,True,4,27.896191031594732,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
159,15,True,2,16.97893071686433,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
160,19,True,2,30.99474073398247,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
161,16,True,2,32.18369275866755,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
162,19,True,0,32.02147377480849,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
163,20,False,2,36.17891095911077,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
164,16,True,3,24.644731601754756,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
165,19,True,1,33.40108052725225,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
166,18,True,6,35.962537562389876,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
167,19,True,1,21.107062079967417,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
168,21,False,3,31.598259129594886,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
169,17,True,1,27.479100844961643,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
170,16,True,1,29.59238663449177,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
171,16,False,3,31.738382417691682,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
172,16,True,3,27.56385717943224,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
173,17,True,3,26.62145960419194,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
174,18,True,1,30.170762087440124,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
175,18,True,6,24.563770305685985,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
176,19,True,0,24.570874355574073,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
177,18,True,1,33.396866414782515,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
178,20,True,4,24.25602982420672,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
179,17,False,0,33.331562504546056,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
180,23,True,5,32.31295646426975,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
181,19,True,2,21.370966356047017,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
182,16,True,1,26.612176738321725,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
183,15,True,0,35.97054701523686,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
184,18,True,0,25.09417234430159,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
185,17,True,4,27.677978688453063,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
186,19,False,2,32.31030446625948,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
187,18,True,2,33.91695254641298,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
188,17,True,1,28.74230556977752,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
189,16,True,0,27.01244902654179,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
190,14,False,2,37.11184930849254,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
191,17,True,1,38.6944983189879,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
192,19,True,3,34.89429025390898,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
193,18,True,0,30.42659071282512,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
194,15,False,1,25.95867139179537,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
195,18,True,1,25.847777967217173,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
196,18,False,4,32.61257052632879,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
197,16,True,3,32.091991104443416,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
198,18,True,2,37.007992964732146,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
199,18,True,2,33.25225046268069,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
200,15,True,2,22.48459849120091,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
201,18,True,2,35.25973808861459,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
202,19,True,2,25.009696863427934,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
203,20,False,1,28.08014364023824,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
204,20,True,0,31.251001031258472,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
205,15,True,4,39.978337448919824,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
206,16,True,0,45.549592780026806,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
207,19,True,3,33.03361529568092,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
208,19,True,1,29.084016906398062,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
209,19,True,2,32.67252824240275,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
210,25,True,2,34.43827712936918,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
211,19,False,5,28.396661872214043,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
212,20,False,1,38.97605677956161,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
213,19,True,1,31.15035379595701,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
214,19,True,5,32.48871544545697,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
215,17,True,1,33.329621260272305,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
216,19,True,1,32.10793305307228,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
217,16,True,3,34.194702502348065,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
218,17,True,0,26.913734067265384,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
219,17,False,1,27.208491230269846,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
220,18,True,0,24.499228835141526,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
221,22,True,0,32.19750615310113,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
222,14,True,3,33.89468251756057,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
223,19,True,3,32.28886433075943,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
224,14,True,1,38.37246216673769,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
