ShooterID,Solo,Fatalities,LocationCrimeRate,ServedMilitary,ServedLawEnforcement,Gender_Male,Ethnicity_White,Motive_Personal Target,Weapon_Handgun,WealthClass_Low,StatedReligion_Christian,EducationLevel_High School,Ethnicity_Black,Motive_Organizational Target,Weapon_Rifle,WealthClass_Middle,StatedReligion_Muslim,EducationLevel_Some College,Ethnicity_Hispanic,Motive_Religious,Weapon_Multiple,WealthClass_High,StatedReligion_Other,EducationLevel_Graduate
142,True,0,32.46499758716395,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
143,True,1,19.969645442300532,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
144,True,3,24.19245387225821,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
145,True,1,20.409146792737825,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
146,True,1,19.505551734044285,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
147,True,1,24.595382414938843,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
148,True,0,18.548627279056742,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
149,True,0,21.336961570359513,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
150,True,2,21.608489030980067,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
151,False,2,16.659547731784755,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
152,True,0,24.960211747682614,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
153,True,0,19.125201216522957,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
154,True,2,16.221274202535778,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
155,False,2,22.682549217852017,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
156,True,1,15.507660091044814,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
157,True,1,20.140905786845643,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
158,False,3,19.95440501677898,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
159,True,2,25.42947782915789,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
160,False,1,22.373491164399763,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
161,True,1,19.87486520627428,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
162,True,3,24.088831496001436,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
163,True,2,26.951037745086566,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
164,True,3,22.789051531759313,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
165,True,1,20.051763099216902,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
166,False,0,13.440818838249202,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
167,True,1,14.674431684623137,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
168,True,0,18.47387647822666,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
169,True,1,16.952438989203586,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
170,True,1,19.06514348507277,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
171,True,0,20.283249624485535,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
172,True,1,22.648463771783653,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
173,True,0,19.647506109704544,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
174,True,1,22.43250821913101,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
175,True,0,20.3223720740506,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
176,True,1,10.122667168230643,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
177,True,1,15.303323030906228,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
178,True,1,19.279562221391924,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
179,False,0,13.951526285794461,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
180,True,1,22.999643649981024,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
181,True,1,27.65375416171849,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
182,True,1,26.093809258486584,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
183,False,2,18.93278564534896,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
184,False,0,27.45363068424976,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
185,True,1,20.743337286010558,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
186,True,1,18.314570144409803,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
187,False,0,16.9329866822953,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
188,True,0,18.487651567559357,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
189,True,1,18.059115907293858,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
190,True,0,20.85208111187744,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
191,True,1,20.802869905249324,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
192,False,1,20.015230100767074,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
193,False,1,22.184690848731748,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
194,True,0,25.953231373931708,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
195,True,0,24.747770677206617,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
196,True,2,12.575510157750482,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
197,False,0,7.230394325490225,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
198,False,1,24.67159955619637,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
199,False,0,13.165606507922895,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
200,False,0,18.87617299053658,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
201,True,2,14.149434869703203,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
202,True,0,10.9900978120999,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
203,True,0,22.70731364102394,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
204,False,1,23.795775801513233,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
205,True,0,17.1174479963664,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
206,True,1,7.0447885392754515,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
207,True,1,17.268777758737585,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
208,True,0,21.959020027012734,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
209,True,0,12.605442156129357,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
210,True,3,20.91679959889578,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
211,True,1,19.923450754135022,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
212,True,0,22.896457498005443,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
213,True,1,20.597901842070765,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
214,True,0,15.134655295592221,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
215,False,0,25.982857508322457,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
216,True,0,19.20735213486515,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
217,True,0,19.86347730245034,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
218,False,1,15.33366020463402,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
219,True,2,17.783588744042447,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
220,False,0,15.575986429865495,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
221,True,1,19.135269700382885,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
222,True,0,28.558542400711715,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
223,True,1,13.140494285343218,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
224,True,1,11.932193010616295,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
225,True,0,27.355851637468042,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
226,True,2,18.95338161424067,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
227,False,3,16.654636306700418,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
228,True,1,25.19952343698038,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
229,False,0,16.97192230131568,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
230,True,1,29.130048567734683,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
231,False,0,23.389629356696346,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
232,True,0,17.560442959271487,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
233,True,3,30.786541066327516,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
234,True,0,16.97142538498331,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
235,True,0,23.710476860046533,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
236,False,1,21.49646290203246,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
237,True,1,26.50870644699399,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
238,True,1,27.807555983634263,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
239,True,1,20.160020745328833,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
240,True,0,16.232910648269083,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
241,False,0,22.299860714695583,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
