id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,expensive,year_last_sold,month_last_sold,day_last_sold,waterfront_No,waterfront_Yes,roof_type_Asphalt,roof_type_Clay,roof_type_Metal
8838900032.0,732000.0,3.0,2.0,1940.0,55756.0,1.0,0.0,5.0,9.0,1940.0,0.0,1954.0,0.0,98007.0,47.5913,-122.149,2330.0,10018.0,1.0,2014.0,5.0,18.0,1.0,0.0,1.0,0.0,0.0
1455100355.0,1680000.0,3.0,2.5,3490.0,8343.0,2.0,4.0,4.0,9.0,2150.0,1340.0,1939.0,1991.0,98125.0,47.7265,-122.281,2990.0,13104.0,1.0,2014.0,7.0,8.0,0.0,1.0,1.0,0.0,0.0
1853080120.0,919950.0,5.0,2.75,3170.0,7062.0,2.0,0.0,3.0,9.0,3170.0,0.0,2014.0,0.0,98074.0,47.5937,-122.061,3210.0,6891.0,1.0,2014.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0
2806800120.0,400000.0,4.0,2.5,2530.0,7563.0,1.0,0.0,3.0,7.0,1440.0,1090.0,1978.0,0.0,98011.0,47.7762,-122.21,1960.0,7811.0,0.0,2014.0,6.0,10.0,1.0,0.0,0.0,1.0,0.0
3216000090.0,785000.0,4.0,2.5,3230.0,21781.0,2.0,0.0,3.0,9.0,3230.0,0.0,1993.0,0.0,98053.0,47.6318,-122.01,3230.0,21780.0,1.0,2014.0,7.0,29.0,1.0,0.0,1.0,0.0,0.0
1525059165.0,835000.0,3.0,2.25,2120.0,54014.0,2.0,0.0,4.0,9.0,2120.0,0.0,1964.0,0.0,98005.0,47.6482,-122.159,3280.0,50690.0,1.0,2014.0,6.0,29.0,1.0,0.0,1.0,0.0,0.0
8901000835.0,640500.0,2.0,1.75,1640.0,6750.0,1.0,0.0,4.0,8.0,1340.0,300.0,1939.0,0.0,98125.0,47.7068,-122.308,1760.0,7490.0,1.0,2015.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0
8001400300.0,310000.0,4.0,2.5,2130.0,9013.0,2.0,0.0,3.0,8.0,2130.0,0.0,1988.0,0.0,98001.0,47.3208,-122.273,2350.0,8982.0,0.0,2015.0,3.0,16.0,1.0,0.0,1.0,0.0,0.0
1138000450.0,355000.0,4.0,1.0,1440.0,7215.0,1.5,0.0,3.0,7.0,1440.0,0.0,1969.0,0.0,98034.0,47.7133,-122.212,1150.0,7215.0,0.0,2014.0,10.0,16.0,1.0,0.0,0.0,1.0,0.0
2485000100.0,685000.0,3.0,1.75,1940.0,7313.0,1.0,1.0,4.0,8.0,1440.0,500.0,1960.0,0.0,98136.0,47.5239,-122.387,2160.0,7200.0,1.0,2014.0,5.0,29.0,1.0,0.0,0.0,0.0,1.0
7689600215.0,202500.0,3.0,1.0,1120.0,8576.0,1.0,0.0,3.0,6.0,1120.0,0.0,1943.0,0.0,98178.0,47.4896,-122.248,1050.0,8812.0,0.0,2014.0,10.0,17.0,1.0,0.0,1.0,0.0,0.0
7852010940.0,540000.0,3.0,2.5,2400.0,5817.0,2.0,0.0,3.0,8.0,2400.0,0.0,1998.0,0.0,98065.0,47.5371,-121.87,2420.0,5817.0,1.0,2015.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0
739980360.0,295000.0,4.0,2.5,1810.0,4871.0,2.0,0.0,3.0,8.0,1810.0,0.0,1999.0,0.0,98031.0,47.4088,-122.192,1850.0,5003.0,0.0,2014.0,11.0,17.0,1.0,0.0,0.0,1.0,0.0
1102001055.0,518000.0,3.0,1.0,1270.0,6612.0,1.5,3.0,3.0,7.0,1270.0,0.0,1927.0,0.0,98118.0,47.5433,-122.264,2100.0,7680.0,1.0,2015.0,4.0,24.0,1.0,0.0,0.0,0.0,1.0
2781250970.0,250000.0,2.0,1.75,1350.0,4023.0,1.0,0.0,3.0,7.0,1350.0,0.0,2005.0,0.0,98038.0,47.3493,-122.023,1370.0,3570.0,0.0,2015.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0
3624079067.0,330000.0,2.0,2.0,1550.0,435600.0,1.5,0.0,2.0,7.0,1550.0,0.0,1972.0,0.0,98065.0,47.5145,-121.853,1600.0,217800.0,0.0,2014.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0
4443800785.0,481000.0,2.0,1.0,1620.0,3880.0,1.0,0.0,4.0,7.0,920.0,700.0,1924.0,0.0,98117.0,47.6855,-122.391,1330.0,3880.0,0.0,2014.0,11.0,21.0,1.0,0.0,0.0,0.0,1.0
3303900090.0,898000.0,3.0,2.25,2650.0,12845.0,1.0,3.0,3.0,9.0,1770.0,880.0,1977.0,0.0,98034.0,47.7209,-122.256,2650.0,12902.0,1.0,2014.0,10.0,23.0,1.0,0.0,1.0,0.0,0.0
686530530.0,570000.0,5.0,1.75,2510.0,9750.0,1.5,0.0,3.0,8.0,2510.0,0.0,1969.0,0.0,98052.0,47.6635,-122.149,1900.0,9750.0,1.0,2014.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0
4254000220.0,475000.0,4.0,2.5,2040.0,16200.0,2.0,0.0,3.0,8.0,2040.0,0.0,1997.0,0.0,98019.0,47.7366,-121.958,2530.0,15389.0,0.0,2015.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0
7575600610.0,265000.0,3.0,2.5,1660.0,5250.0,2.0,0.0,4.0,8.0,1660.0,0.0,1988.0,0.0,98003.0,47.3541,-122.3,1630.0,5505.0,0.0,2015.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0
7631800110.0,380000.0,3.0,2.5,1980.0,17342.0,2.0,4.0,3.0,10.0,1580.0,400.0,1984.0,0.0,98166.0,47.4551,-122.373,2060.0,17313.0,0.0,2014.0,9.0,18.0,0.0,1.0,1.0,0.0,0.0
7732410120.0,790000.0,4.0,2.5,2690.0,8036.0,2.0,0.0,4.0,9.0,2690.0,0.0,1987.0,0.0,98007.0,47.6596,-122.144,2420.0,8087.0,1.0,2014.0,8.0,19.0,1.0,0.0,1.0,0.0,0.0
2493200040.0,620000.0,2.0,2.25,2910.0,6110.0,2.0,2.0,4.0,9.0,2910.0,0.0,1985.0,0.0,98136.0,47.5279,-122.387,2090.0,5763.0,1.0,2015.0,3.0,12.0,1.0,0.0,1.0,0.0,0.0
2568300040.0,709050.0,4.0,3.5,2720.0,9000.0,2.0,0.0,3.0,8.0,2670.0,50.0,1997.0,0.0,98125.0,47.7034,-122.297,1960.0,7772.0,1.0,2014.0,8.0,19.0,1.0,0.0,0.0,0.0,1.0
1781500385.0,296500.0,3.0,1.0,1280.0,5100.0,1.0,0.0,3.0,7.0,1280.0,0.0,1948.0,0.0,98126.0,47.5259,-122.38,1380.0,7140.0,0.0,2014.0,8.0,6.0,1.0,0.0,1.0,0.0,0.0
626710220.0,475000.0,3.0,2.5,2160.0,35912.0,2.0,0.0,3.0,8.0,2160.0,0.0,1982.0,0.0,98077.0,47.7273,-122.083,2230.0,35244.0,0.0,2014.0,8.0,13.0,1.0,0.0,1.0,0.0,0.0
9414500230.0,440000.0,3.0,2.25,1760.0,10835.0,1.0,0.0,4.0,8.0,1290.0,470.0,1976.0,0.0,98027.0,47.522,-122.048,2050.0,10488.0,0.0,2014.0,10.0,22.0,1.0,0.0,0.0,0.0,1.0
6638900405.0,405000.0,2.0,1.0,800.0,6016.0,1.0,0.0,3.0,6.0,800.0,0.0,1942.0,0.0,98117.0,47.6913,-122.369,1470.0,3734.0,0.0,2014.0,12.0,8.0,1.0,0.0,0.0,1.0,0.0
7327902612.0,269500.0,2.0,1.0,930.0,4000.0,1.0,0.0,3.0,6.0,730.0,200.0,1943.0,0.0,98108.0,47.5321,-122.323,1100.0,5000.0,0.0,2015.0,5.0,13.0,1.0,0.0,1.0,0.0,0.0
7923600330.0,520000.0,5.0,1.75,2040.0,5280.0,1.0,0.0,4.0,7.0,1020.0,1020.0,1961.0,0.0,98007.0,47.5941,-122.144,1720.0,7344.0,1.0,2014.0,11.0,19.0,1.0,0.0,1.0,0.0,0.0
2011400782.0,229500.0,1.0,1.0,1180.0,22000.0,1.0,2.0,3.0,6.0,1180.0,0.0,1948.0,0.0,98198.0,47.4007,-122.323,1890.0,11761.0,0.0,2014.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0
821049149.0,335000.0,4.0,1.75,2000.0,10890.0,1.0,0.0,4.0,7.0,1390.0,610.0,1961.0,0.0,98003.0,47.3203,-122.321,1520.0,9250.0,0.0,2014.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0
4054700300.0,680000.0,4.0,2.75,3310.0,50951.0,2.0,0.0,3.0,9.0,3310.0,0.0,1998.0,0.0,98077.0,47.7249,-122.027,3230.0,39340.0,1.0,2014.0,10.0,21.0,1.0,0.0,0.0,1.0,0.0
3931900580.0,1390000.0,4.0,3.5,3130.0,3900.0,2.0,0.0,3.0,9.0,2550.0,580.0,2008.0,0.0,98115.0,47.6849,-122.327,1830.0,3900.0,1.0,2015.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0
2485000165.0,740000.0,4.0,2.5,2300.0,9900.0,1.0,2.0,3.0,8.0,1600.0,700.0,1961.0,0.0,98136.0,47.5256,-122.385,2510.0,7500.0,1.0,2014.0,12.0,15.0,1.0,0.0,1.0,0.0,0.0
1117000150.0,270000.0,3.0,2.25,2140.0,9990.0,1.0,0.0,4.0,8.0,2140.0,0.0,1962.0,0.0,98003.0,47.3484,-122.298,2060.0,9990.0,0.0,2015.0,3.0,17.0,1.0,0.0,1.0,0.0,0.0
4321200600.0,510000.0,4.0,2.0,2210.0,5572.0,1.5,3.0,3.0,7.0,1760.0,450.0,1911.0,0.0,98126.0,47.5727,-122.376,1760.0,4713.0,1.0,2015.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0
123039364.0,300000.0,2.0,1.0,970.0,13700.0,1.0,0.0,3.0,6.0,970.0,0.0,1949.0,0.0,98106.0,47.515,-122.362,1570.0,10880.0,0.0,2014.0,5.0,21.0,1.0,0.0,0.0,1.0,0.0
2175100205.0,1300000.0,5.0,2.25,2690.0,10800.0,1.0,3.0,4.0,8.0,2020.0,670.0,1956.0,0.0,98040.0,47.5821,-122.247,3380.0,9134.0,1.0,2015.0,3.0,23.0,1.0,0.0,1.0,0.0,0.0
8813400165.0,675000.0,4.0,2.0,1890.0,5188.0,1.5,0.0,4.0,7.0,1670.0,220.0,1940.0,0.0,98105.0,47.6633,-122.287,1800.0,4848.0,1.0,2014.0,8.0,19.0,1.0,0.0,0.0,0.0,1.0
2597531020.0,925850.0,6.0,3.25,3140.0,14923.0,2.0,0.0,3.0,10.0,3140.0,0.0,1991.0,0.0,98006.0,47.5411,-122.133,2980.0,10758.0,1.0,2014.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0
723069013.0,255500.0,2.0,1.0,1440.0,43560.0,1.0,0.0,4.0,7.0,1150.0,290.0,1965.0,0.0,98027.0,47.4916,-122.082,1870.0,56628.0,0.0,2014.0,7.0,18.0,1.0,0.0,1.0,0.0,0.0
1137800230.0,450000.0,3.0,2.5,2910.0,17172.0,2.0,0.0,3.0,10.0,2910.0,0.0,1989.0,0.0,98003.0,47.2789,-122.331,2910.0,20048.0,0.0,2014.0,5.0,14.0,1.0,0.0,1.0,0.0,0.0
3221069057.0,280000.0,3.0,1.0,1310.0,22652.0,1.0,0.0,3.0,7.0,1310.0,0.0,1968.0,0.0,98092.0,47.2574,-122.072,1600.0,103672.0,0.0,2014.0,11.0,5.0,1.0,0.0,0.0,0.0,1.0
3832500230.0,245000.0,4.0,2.25,2140.0,8800.0,2.0,0.0,4.0,7.0,2140.0,0.0,1963.0,0.0,98032.0,47.3655,-122.291,2060.0,9790.0,0.0,2015.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0
